username,review,rating,date
LESLIE ADIKO,Après avoir téléchargé l'application on nous demande de télécharger la nouvelle version mais là c'est impossible. Trop nul,1,2023-05-22 17:44:03
Francis Depri,Application non fonctionnelle,1,2023-05-19 17:15:15
Ben Chico,"L'application ne fonctionne pas. Il nous est constamment invité à télécharger une version dite à jour, alors que celle ci n'est pas accessible... Veuillez revoir cela svp !",2,2023-05-19 07:44:49
Abd Aboubakar,Meilleures,5,2023-05-17 09:53:38
Mian Maxime TANO,Nul. MTN doit revoir.,1,2023-05-16 21:47:20
Philomene Winsi,Waouh,3,2023-05-11 00:52:03
Désirée Esther Gbongué,L'application ne fonctionne pas,1,2023-05-09 17:30:10
Hima Ibrahima,Ce l'aide,1,2023-05-09 13:44:56
Baino Terketl,Efficace cette application,5,2023-05-07 17:09:52
Henri ASSI-ADOU,Cette application ne fonctionne pas du tout. Après installation dès le lancement on me propose une nouvelle version. Dès que je clique sur l'option pour télécharger la dite version J'ai une erreur . Donc l'application n'a jamais fonctionné. J'ai un SAMSUNG GALAXY S22. Prenez donc la version nigériane qui marche et adaptez la si vous ne pouvez pas développer une application qui fonctionne.,1,2023-05-04 21:33:11
Junior Ada,👌👍👍,5,2023-05-01 16:54:11
Keur Dalain,Cette application ne fonctionne pas car on ne réussi même pas à l'utiliser. S'il yavait zero etoile c'est ces que je comptais mettre.,1,2023-05-01 15:40:14
Thomas Hervé Va,"Une fois l'application téléchargée et installée, on est invité à télécharger qui autre version et lorsqu'on clique sur le bouton télécharger, on est renvoyé vers le Play Store avec une erreur. C'est de l'amateurisme.",1,2023-04-28 20:01:44
Ousmanou André (Pasteur),Mais sa ne marche plus bien avant,3,2023-04-28 12:14:36
Vincent Deffo,Bon application,5,2023-04-27 22:28:25
Rayan Nogue,Vraiment je ne veux plus utiliser cette appli j'aimerais que l'on rajoute une fonctionnalité pour supprimer son compte mymtn,1,2023-04-27 14:00:36
ange touakess,"C'est du n'importe quoi cette application. A peine je télécharge on me demande une mise à jour. Vraiment MTN vous ne valez rien de rien, triché un peu sur vos concurrents c'est mieux",1,2023-04-26 15:29:16
Caroline Mbiawoua,Très facile je ne suis plus obligé de retenir Les codes,5,2023-04-13 07:47:16
Urich Mouozié,"Vraiment splendide cet application, formidable mêmes.",5,2023-04-10 17:06:49
Kaïgama Zoon,Meill EF ur,5,2023-04-06 01:02:26
Alassane Traore,Traore Loseni,1,2023-04-05 23:48:15
Black First,Je ne peut pas installé l'application,1,2023-04-04 16:11:25
Tessie Gontran,Cool😊,5,2023-04-04 10:29:10
expedit PANGRE FC toglozin,Facultatif,5,2023-04-02 23:57:52
Ahmad Tidjani,Je sais pas qui a rédigé ces fatras de forfait !votre concurrent fait tjrs mieux,1,2023-03-29 16:59:14
Fabrice Damien Mbamba,"Impossible d'accéder à son compte MOMO, peut importe les que l'on configure correctement les données sur données mobiles.",1,2023-03-29 05:23:47
Nimbe Konate,Bonne application,5,2023-03-26 12:50:30
Joséphine Ngoko,moins efficace à cause du manque de connexion,2,2023-03-24 23:09:57
Patrick Ekemba,Best App,3,2023-03-23 22:44:34
Sanda Oumarou,Net,5,2023-03-21 14:02:47
Nathalie Agossou,Cool trop bien,5,2023-03-21 12:59:03
Aimé durand E.N.D,Hyper cool !,5,2023-03-18 16:58:22
Juge Morgane,Pas mal c'est très une bonne application les très compliqué pour utiliser j'aimerais que ça soit moins dur nous tous,5,2023-03-12 20:14:33
Jennifer makou,J'adore vraiment cette application !! Vraiment il n'y a rien à reprocher surtout avec de supers bonus,5,2023-02-26 16:46:06
265 TOGBE,Cette explication est très simple pour opérer des opérations,5,2023-02-26 14:40:14
Koutch Adnas,Adnas January and February and February and March in Washington and February and February is okay with it and it was the first time you an email to your sister in Christ Jesus name amen I am so sorry for not getting my texts are coming to the meeting and I will send the money to get the money to the account and I don't have a car so sorry,5,2023-02-23 01:49:49
Gertrude Nadege Ngo Mbong,Je veux débloquer mon compte Momo pour ma fille elle doit accoucher il faut que j'achète médicaments,5,2023-02-18 14:09:41
Oumar Telly Bah,😄😁😁😄😚😁😄😄😁😄😄＼(^-^)／(*^^*)＼(^-^)／＼(^-^)／(*^^*)＼(^-^)／＼(^-^)／＼(^-^)／:-)(*^^*):-)(*^^*)＼(^-^)／(*^^*)(*^^*)＼(^-^)／＼(^-^)／＼(^-^)／＼(^-^)／(*^^*):-)(*^^*)(*^^*)＼(^-^)／(*^^*)＼(^-^)／(*^^*)(*^^*)＼(^-^)／＼(^-^)／＼(^-^)／＼(^-^)／(*^^*)(*^^*)❤️❤️😄😄(*^^*)(*^^*):-):-)(*^^*):-)(*^^*)(*^^*)😁😁😄😁😄😄❤️😄😁😁😄😁😄😁😄😄😁😄😄😁😁😄😁😄🙏😁😄😁😁😄😁❤️❤️😄😄😁😄😁😁😄😁😄😄❤️😄😄😁😁,2,2023-02-16 18:41:47
Ola Justin,Bonjour Madame merci beaucoup pour votre réponse rapide,5,2023-02-16 16:48:51
Adamou Alim,Bon le début,4,2023-02-12 21:13:08
Defozeu Tchatchet,It's a good application but every body knows that the are advantages and disadvantages,4,2023-02-11 16:19:36
Adam Saidou,Mauvais application 🤮🤮🤮,1,2023-02-06 20:53:14
Djibril Yessoufou,J'adore,5,2023-02-06 16:48:34
By Blanche,Cool😘♥️💞,5,2023-02-04 03:16:35
Orel Bronze,"Si seulement on pouvait recevoir tous nos messages à travers cette appli, ça serait super pour ceux qui sont en déplacement dans un autre pays",3,2023-01-29 09:34:04
Laurence Nofiele,Pratique !,5,2023-01-27 16:29:34
Welcome Mavoungou,"Trop nulle. J'entre mon pays puis mon numéro de téléphone et on me sort que ce n'est pas un numéro MTN de mon pays. Pff, j'ai désinstallé !",1,2023-01-27 12:14:40
Darios Tchoffo,j'adore,5,2023-01-19 19:55:00
Kassoum Sidibe,J'adore cette application,5,2023-01-18 23:05:07
Garga ibrahim Ahmadou,Bcp a faire,3,2023-01-12 22:53:04
Augustin Essag,Male,1,2023-01-07 13:44:46
Ismail Sinare,Très bon,2,2023-01-05 03:38:41
Kikoum Marie,Sa ne donne plus de data,1,2023-01-02 12:58:46
Lauretta Mengue,Inutilisable,1,2022-12-29 04:35:53
Aboubacar Sidik Diomandé (“Aboubacar Sidik”),Du n'importe quoi je n'arrive pas à souscrire un pass,2,2022-12-07 03:43:19
Mahama Boukar,J'ai confiance,3,2022-12-06 14:05:24
Eveline Asifiwe,Courage avec cette application,5,2022-12-02 19:10:29
Gbèmènou Adantotode,Trop de complications .,1,2022-12-01 01:26:07
Sophia Otchere,Supeur,4,2022-11-21 19:28:56
marcelin tossou,C'est du zombi 0/20,1,2022-11-21 14:02:12
marchal dohouin,Merci beaucoup de tout ce que vous avez effectué,4,2022-11-20 21:15:42
Claude Evina,J'aime cette application,5,2022-11-16 21:05:48
Moïse MUNTAPBEME,Cette application ne fonctionne plus depuis presque 3 mois,1,2022-11-15 16:25:36
Syl20 Oyie,"Impossible d'utiliser cette appli, 9 fois sur 10 on detecte un p***** de wifi pourtant je suis sur les données mobiles 🙄🙄",2,2022-11-09 01:53:31
ben Adam Bouba,De chocolat application,5,2022-11-07 00:26:37
ILARIE DJILO,Je n'arrive pas à télécharger cette application,1,2022-11-02 00:39:34
Mht Zaid,Ok j'aime les applications my MTN,5,2022-11-02 00:20:42
Un utilisateur de Google,Personnellement je préfère l'ancienne version,3,2022-10-28 10:57:21
Gaétan Hounsou,L'application est très bon et facile à utiliser.,5,2022-10-20 12:35:10
Naderge Tazanfouo Lili,Il n'y a que les MO qu'on donne au début qui sont bien à part ça plus rien 😭,1,2022-10-17 22:26:28
Sylvie Mpesse,Pas très bien pas très mauvais,3,2022-10-16 21:47:04
Eric Bebeto,Jacques le roie,5,2022-10-16 12:48:07
Andre Wouapi,Partout ou je vais je suis avec MTN,5,2022-10-13 10:17:37
Jonathan Gounou,Très pratique,5,2022-10-10 23:34:47
Heureux mendel Youyou,je ne vois pas où envoyer et recevoir des mb,2,2022-10-07 12:26:51
Lionel Miller,Ces vraiment formidable cette app,5,2022-10-04 17:23:36
Kinabary alfred Toure,L'app ne fonctionne qu'avec connexion internet or c'est par on est sensé passer pour souscrire et sans connexion sa marche pas alors comment souscrire si sa marche pas sans connexion ? Il faut dans ce cas souscrire manuellement et si je souscrire manuellement alors où est son utilité ???? Donc l'app est vraiment desservant,1,2022-10-02 22:58:17
Fidele Mfalme,Meilleur application,5,2022-10-02 13:03:51
Douglas Fogang,"C'est deux étoiles c'est juste pour ces 1giga,mais le reste pour moi c'est incompétent",2,2022-09-24 20:57:37
Carlosnelby Tchinda mouafo,Pas si mal,3,2022-09-23 20:09:13
Karti Ngolle,"C'est très bien pour aider, mais au contraire c'est difficile a utiliser",1,2022-09-20 12:28:46
Methode Nanhokon,Nul ces derniers temps. Quelqu'un arrive t'il encore a transferer de l'argent via cette application?,1,2022-09-19 17:53:15
BIGFLEX screen,Pourquoi mobile money redirige vers une autre application ?,1,2022-09-19 17:46:37
Maxime Agbo,"C'est une très bonne application que MTN a mis à notre disposition pour nous faciliter la tâche.MTN , l'évolution sera pour vous et je serai fier d'être un agent MTN .merci",5,2022-09-19 10:32:37
Jacques Amougou,C'est cool,3,2022-09-19 10:29:30
Tobie Manga,L'application envoie un code je le saisie puis elle me dit qu'il est incorrect,1,2022-09-19 05:24:43
Kalina D.F Gorsou,Excellent appli,3,2022-09-07 00:06:20
fohla mouftaou,"Application qui ne sert quasiment à rien. MTN c'est cher, les Mo coulent hors de votre téléphone comme une jarre percée, bref service qui se veut pro mais il y a encore beaucoup de chemin",1,2022-09-06 09:15:53
Amadou Keita,J'aime cette application my MTN,5,2022-08-31 05:59:25
Hissein Cheikh,👌,5,2022-08-24 11:15:08
herve etoung,"Copier ce que vos concurrents on eu a faire: empreinte digitale, id du correspondant , prise en main simple",1,2022-08-21 01:07:13
Cedric Tom,"Je compléterai les 4 autres uniquement que lorsque l'application sera de nouveau utilisable, c'est du n'importe quoi cette application depuis la mise à jour ont me rédige vers une page inaccessible.",1,2022-08-20 02:33:29
Freed Tiyo,Très bien,5,2022-08-18 23:33:31
Anne Emilie Karidja,C'est pas une bonne application vraiment que mtn trouve une solution à se problème,1,2022-08-18 19:34:55
Raoul le grand,Une arnaque. Tu l'installes et on te demande en même temps une mise à jour qui ne passe jamais. Attention ❌❌❌❌❌❌❌❌,1,2022-08-17 21:26:37
Raymond Dj,C'est nul car la nouvelle version ne marche pas😶,1,2022-08-16 16:01:11
l'homme gams,0 étoile si possible mais sait le problème une mise en jour et rien ne passe dans l'app encore trop nul,1,2022-08-14 13:28:07
Doudou Jean Yves Rodrigue,C'est quelle application a chaque fois ont dois ce faire authentifier. Même les applications de banque c'est pas comme ça.,1,2022-08-13 11:25:29
Karamô Cissé,Cet application est formidable,5,2022-08-12 18:08:41
Francy Blaise Kifala,Passable,5,2022-08-11 20:09:14
Miguel nane,trop cool . 5 étoiles,5,2022-08-11 19:25:59
Esdras Dago,L'accès est impossible après la demande de mise à jour,1,2022-08-11 04:15:25
Paulin Tchuisseu,Trop cool mais on ne peut pas se connecter à un autre compte,5,2022-08-07 10:38:51
Faustin Guida,Je suis content et je me suis intéressé à me inscrit,5,2022-08-06 15:11:13
MASSESSE STRIKER,Comment pouvez-vous avoir une même application en plusieurs tailles et plusieurs versions ? Soyez sérieux décidez-vous choisissez une (qui fonctionne bien) et supprimer les autres,1,2022-08-04 10:55:27
Alex,"Ça demande une mise à jour, tu cliques dessus... Rien ! Nul tout simplement Trichez ORANGE et MOI",1,2022-08-04 08:32:34
Florent Montcho,Le premier,3,2022-08-03 13:10:09
Aliou Diallo,Mais ça ne fonctionne plus 😭,5,2022-07-22 20:11:31
Blondine Layb,C'est la magie,5,2022-07-18 15:59:09
Dorel Ibara,J'aime l'application,2,2022-07-17 14:29:19
Youssoufa Hasan,You,5,2022-07-16 16:13:07
Tanyo Serhe,R.A.S,5,2022-07-13 15:11:10
Djimmy Beyene,Moi personnellement c'est le njoh que je yamo alors prenez pour vous,4,2022-07-12 23:31:19
Toutoukpo Thomas Rodrigue Loba,Depuis mtn m'envoie des messages d'installer MyMtn et que le lendemain j'aurai des 5giga mais zéro à la base. Vraiment je suis déçu 😥. Nul comme application. Copié sur votre voisin Orange,1,2022-07-12 00:15:57
Hamidou aboina,Tres bon application,5,2022-07-06 17:00:55
patrik jonshone,"Cette application,je comprends plus après la mise ajout j'ai plus l'accès pour rentré dans l'application pourquoi MTN vraiment veuillez ramener ça comme il était et sa serait mieux",1,2022-07-05 17:51:35
donald kevin kamdem kamgaing,Formidable,4,2022-07-02 03:09:19
Wylfreid Mambeau,Honte aux développeurs de cette application,1,2022-06-22 03:49:52
Bilkissou Houmma,Merci MTN Cameroun,5,2022-06-16 18:30:00
Aristide Wahile,L applique et très top,5,2022-06-14 22:15:23
Ronelie Noti,Trop coul,5,2022-06-14 18:35:11
Paul Bogning,⁹ñĺlļklķ,4,2022-06-05 13:04:48
Zalle ilassa,Azze,5,2022-06-03 13:32:42
Clement Ajuwamungu,"Oui, c'est l'une des importantes applications car elle facilite certaines activités, elle est comme un racourcis.",2,2022-05-31 20:15:23
BAbba Siddi,Bonjour je suis en ligne sur notre site Internet,5,2022-05-27 08:18:32
John Calvin,"Zero (0) étoile... ne surtout pas installer cette version, c'est un piège. Beaucoup de transactions ne fonctionnent plus. Du coup, vous devrez changer de téléphone pour activer plusieurs codes et pires... personnes ne pourra rien pour vous",1,2022-05-25 20:34:19
Ayodele Ruth TCHABY,"C'est plutôt pas mal, ça facilite la tâche Mais j'ai un souci. Est-ce nécessairement un seul numéro qui sera connecté à l'application. J'ai deux numéros et je veux faire des transactions sur les deux. Voilà que l'application est unique",4,2022-05-25 18:37:31
Brice Nganana,pas mal,3,2022-05-21 22:48:58
Emmanuel fils Ranava,C'est bien mais ça doit être un nouveau message,1,2022-05-16 18:53:58
Aime Tchouamo,Pourquoi n'est-il plus possible d'acheter les forfaits à partir de cette application? Notamment les forfaits mtn wanda.,1,2022-05-13 12:20:33
Ignace Blaise Zebaze,"Super,merci pour l'application.",5,2022-05-07 08:41:11
Nathan Abah,"Mega octec mal represente , utilisation difficile",2,2022-05-05 20:57:18
Catherina Mbou,J'aime l'application vraiment,5,2022-05-04 08:57:16
Emile Aïbaba,Je veux le numero surquel j'ai transfere d'argent aujourdhui,1,2022-04-27 22:31:47
abdourahamane nabe,La connexion est trop lente,3,2022-04-27 18:29:37
Hasana Youssoufa,Merci de itilize,5,2022-04-26 09:40:22
Bb Dior,Le manque de méga empeche le fonctionnement,4,2022-04-24 08:46:29
laures othniel,Trop cool,5,2022-04-22 14:26:11
Adiza Bandjeroum Karim,Trete,5,2022-04-17 22:57:52
declaire mepouta,💪👌👌👌👌👌👌👌👌👌👌,5,2022-04-12 19:00:33
Jordan Choundja,C'est top,4,2022-04-10 03:13:52
Ripmeur Pepe,Trop top cette application,5,2022-04-09 22:25:51
Youri DONKPEGAN,Application déjà désinstallé. Ce n'est pas la peine même,1,2022-04-07 20:35:36
Jean Noël Akou,Supa,5,2022-04-07 20:16:23
GALDEX TEYON,Les services MTN offerts sont trop super,5,2022-04-06 15:05:46
Vertos Jefelly,"Bonsoir à l'équipe technique MTN , j'ai une suggestion. Pourquoi ne pas réunir "" My MTN ""et "" MTN MoMo "" en une seule application ? , C'est plus pratique et ça prendrait moin de place dans le téléphone , non ?",4,2022-04-05 18:56:06
Majães Abana,J'ai réinstallé ça juste pour mettre une étoile et redesinstaller. S'il y avait possibilité de mettre des étoiles négatives j'aurai mis -400 étoiles.,1,2022-03-31 18:01:50
Ali Touré,cette application est bon,4,2022-03-28 08:07:48
Yvel,Je suis kiss. yvel je m'en posé sur là yoba,5,2022-03-26 22:39:40
Ibrahim Mogazou Maiga,Pour moi mon compte my mtn n'est pas prendre,1,2022-03-24 20:41:17
TCHOUE BING'NY,La réaction de MTN est immédiate face à nos réclamations. Je suis satisfait,5,2022-03-23 23:53:18
Soh Steve,Très belle application,5,2022-03-23 18:32:18
Adrian Elkapo,Puuuff 😒😒je m'en vais à orange mtn ne vaut pas la peine 🚶🚶,1,2022-03-23 16:16:56
Smoke BOMAYE,J'aime vraiment,3,2022-03-18 18:25:25
Martin Lowoson Perez,Vous nous décevez avec vos bugs de réseau.,1,2022-03-17 22:55:45
direy adam,Hum bien,5,2022-03-16 20:40:39
Dhebba Moise,Use this app,5,2022-03-16 20:09:58
ghislain houenon,Je le désinstalle en même temps. Très nul,1,2022-03-12 23:57:04
BAHATI ONDOGA,Nice app when you're using to do your best,5,2022-03-11 19:35:24
Pulcherie Etoundi,A découvrir,5,2022-03-08 10:30:00
Cléopas K.,"Impossible de me connecter pour faire mes transactions Momo normalement. Redirigé sur MTN Momo, tout aussi Nul. *Décommande l'appli",1,2022-03-08 07:22:04
Ezekiel Lodza,This app well when you are using And is that am using,5,2022-03-07 18:56:03
Carolle Dehundo,J'ai aimé,1,2022-03-06 17:23:04
jeanclaude abounaewodo,Ils faut améliorer votre application ??,1,2022-03-06 13:12:09
Nestor Kameni,C.w,3,2022-03-05 15:30:19
Roukaiyatou Dadda,L'application est très bien,5,2022-03-02 18:35:41
Etienne Mambo,Thank you for this app,1,2022-03-02 18:00:23
Josam Katabuka,Very good app,1,2022-03-02 07:10:02
Ismael Sato,"La partie Momo ne marche plus, c'est nul.",1,2022-03-01 12:21:10
mohamed SOUBEROU,"Depuis que je viens de faire la mise à jour mon compte momo ne s'ouvre plus, c'est ma sérieux",1,2022-02-28 22:16:45
koyine ka,"C'est une honte pour MTN, la quasi-totalité des APPLIS & SERVICES MTN ne fonctionne plus, si vous ne pouvez plus vous adaptés alors vendez l'entreprise à des gens qui ont la capacité de fournir a ces clients des services qui fonctionne",1,2022-02-28 21:01:58
Jean-Baptiste GBEDO,C'est déplorable. Désormais il faudra passer par une autre application pour gérer son momo et impossible si tu n'es pas connecté à un réseau MTN. Innovation à reculons,1,2022-02-27 22:01:33
Joel steve Etoma,Mediocre,1,2022-02-23 19:03:27
Hen ri,L'application était bonne mais là depuis 1 mois ça ne marche plus,1,2022-02-23 15:46:40
NTCHOING EMMANUEL,"J'ai aimé c'est une bonne application formidable, qui résout nos difficultés et plus rapidement.",5,2022-02-23 09:07:57
Alex Gildas SOSSOU,Depuis un moment quand je veux faire une opération ça me demande de télécharger une autre application. Corrigé celà svp. Sinon très bonne application,3,2022-02-22 15:57:18
Norbert Ayayi,L'application est au top. Si nous pouvons avoir plus sur nos relevés,3,2022-02-21 08:11:06
Luc Leon,Gaspillage de forfait lapplication est vraiment nul,1,2022-02-20 17:21:13
Eric Kandji,Difficile de se connecter c'est de la desolation,3,2022-02-20 16:55:23
Gnon Seko Daran,Il faut forcément un forfait internet sur MTN pour pouvoir accéder à mobile money c'est très très très nul,1,2022-02-20 14:58:42
dudden poirot,Votre application ne fonctionne plus ni celle dont vous nous rédigez sur après avoir allé sur playstore,1,2022-02-20 14:11:11
Penn brandon Mbuh,Un bon moyen bien excellent,2,2022-02-19 21:02:35
EL - BERACA,J'utilise l'application chaque et je suis satisfait mais depuis hier j'ai constaté que pour faire une opération dans mobile money elle me renvoie dans play store pour télécharger une autre application MTN Momo qui ne fonctionne pas. Cette mise à jour a dégradé l'application. Elle n'a plus sa valeur,1,2022-02-19 12:13:48
Vanic Tchoulla Lacmene,Toutes vos applications ne fonctionnent pas dans mon téléphone que ce soit myMtn ayoba ou MTN Momo,1,2022-02-17 03:32:24
Filon Morel,C'est le meilleur,5,2022-02-13 13:47:18
Messamba Kone,ça bloque sur mon téléphone,1,2022-02-12 10:34:57
wizson official,J'aime trop cet appli,5,2022-02-11 19:33:28
Chan Toumi,Très pratique et surtout les 1 giga qu'on donne lorsque tu te connectes,4,2022-02-10 11:33:48
Moriel Deussom,Super cette app je vous conseille ça🤗🤗,5,2022-02-09 16:43:34
Fred Fogue,Genial,3,2022-02-07 20:58:16
Timothée Rhim,Vraiment chouette,5,2022-02-03 15:34:49
Paul Felix Essama Ayissi,J'arrive pas à avoir accès à mon compte,1,2022-02-03 08:41:19
Lucien Akodinsi,"Appk nul, je n'arrive même à m'inscrire. L'authentication ne marche jamais. C'est toujours échec, jusqu'à ce j'ai fais la mise à jour et les mêmes scènes se répètent",1,2022-01-29 12:00:35
Cheou Alao,Bonne application. J'adore sa simplicité,5,2022-01-28 10:20:55
Dylane Zekeng,"L'application est assez top, mais ne peut être utilisée que si on possède un forfait internet ce qui n'est pas cool vu que ces services sont supposés être gratuits. Chez le concurrent il suffit juste d'activer les données mobile pour y avoir accès pas besoin de forfait internet. Merci de revoir cela encore please 🙏",3,2022-01-27 13:08:10
Fiacre BOSSA,Très urgente application,5,2022-01-24 21:57:53
Donald Laurier Ngandjui,Plutot cool,5,2022-01-21 12:49:19
Moubarak Abimbola,Juste pour espérer un bon service,4,2022-01-21 02:12:15
Lys Kouetcha,J'arrive pas à ouvrir l'appli soit disant qu'il faut télécharger une autre qui n'existe mm pas. L'arnaque 🤦🏽‍♀️ s'il y avait un moyen de mettre aucune étoile je l'aurais fais,1,2022-01-18 14:30:06
Jean Molé,Bon marché,4,2022-01-18 09:35:41
Liliane SM,Avant j'utilisais bien cet appli. Aujourd'hui quand j'installe on me dit qu'une version à jour de l'appli est disponible et lorsque je souhaite faire la mise à jour. Impossible car la nouvelle version est pas disponible. Sans compter que l'appli sur mon téléphone ne s'affiche plus correctement.,1,2022-01-17 23:37:09
abdelazizou mamam,Satisfait,5,2022-01-17 20:14:54
Ulrich Kevin Nkoue,Ces passable,5,2022-01-15 19:26:18
Franc Enselme Ngueda,je la trouve exceptionnel à mon avis.,4,2022-01-15 13:45:08
Mirabeau OUAFO,Très fluide cette nouvelle version et surtout fonctionne même sans méga pour les transactions🤩👌,4,2022-01-15 10:46:30
Emmanuel franck Atangana,Vraiment satisfaction total! J'apprécie l'innovation MTN. Merci avançons toujours pour un rendement plus fiable. Merci mille fois pour tous.,5,2022-01-15 00:02:58
Colombe GNONLONFOUN,"Bonsoir MTN J'ai passé une commande d'un routeur depuis ce midi et je n'ai toujours pas encore reçu le routeur. Les frais liées à cette commande m'ont pourtant été prélevées. Je n'ai pas non été contacté sur les raisons de cette non livraison et le délai d'attente supplémentaires. Ceci est, vous le conviendrez avec moi, faire preuve de manque de professionnalisme J'espère être livrée à temps demain . Merci",1,2022-01-11 20:48:54
Franky ndongo,C'est une application de guerrier c'est la magie,4,2022-01-10 21:29:05
MBA BA,Pourri je vous déconseille,1,2022-01-10 20:18:25
Junior M. Affouda (Le TIGRE),Très génial et utile,5,2022-01-08 19:02:12
Yann Daniel Kapson,Fantastique,5,2022-01-08 15:46:53
Vital Degnide,"Pratique l'application, nous louons vos efforts. Mais elle reste à améliorer. Par exemple il n'est pas possible de balancer d'un numéro à un autre pour ceux qui ont un portable double sim (2 sim MTN). Prière revoir comment permette de balancer entre sim. Merci.",3,2022-01-07 10:35:42
Romaric fotso,Cool cette app,5,2022-01-06 13:30:47
Kossin setodjo sodjinin Akam N'dedji,J'apprécie l'application my MTN,5,2022-01-05 00:52:15
NEW FULL MOVIE,Très simple à utiliser,5,2022-01-03 12:56:20
Grégoire KOFFI,C'est bon,3,2021-12-30 15:12:35
Baron Ngah,Bien cette application et en plus on a 1Go apres création du compte,5,2021-12-30 00:37:07
Betty Garand,Je t'aime j'aime l'application,4,2021-12-29 12:26:07
Mengue Armel,Votre truc ne marche pas ca ne s'ouvre pas c'est du faux,1,2021-12-27 12:04:29
DESIGN METALLIQUE CONSTRUCTION,Cette application ne fonctionne jamais,1,2021-12-27 11:58:37
Julo's Vie longue,C'EST une application Utile,3,2021-12-26 01:07:46
Moubarak MAMA GAOU,Très bon et facilite la transaction,3,2021-12-25 19:29:30
Christophe kokou Avodagbe,"Le plus ,mieux et rapide service",5,2021-12-24 19:30:20
a brice j bahoungbotche,"Très pratique, sécurisée et sans frais !",5,2021-12-23 23:30:22
Ben Ali,My mtn hum ce la vie,5,2021-12-23 23:12:25
Dieudonné Mwesswa,It wonderful,5,2021-12-18 19:26:48
Danielle Nga,Très bèlle app Et merci,5,2021-12-17 23:37:03
Mama Hadja,J'aime bien quand tu veux ou tu veux ce fasil est pratiqu,2,2021-12-16 22:29:44
Lucien Pedro,"Satisfait, merci beaucoup",5,2021-12-15 12:09:47
agema benin,Superbe application,5,2021-12-15 11:36:56
evaris dongmo,Merci mtn,5,2021-12-13 16:00:37
Marc Ali,Facile à utiliser,4,2021-12-10 19:39:13
Rafiath Mohammed,Parfaite,5,2021-12-09 23:06:08
Bello Sanda,Merci my mtn,5,2021-12-06 15:04:08
Ovah Golden,C'EST bête ca ne donne pas mais je m'ai 5 étoiles,5,2021-12-06 11:28:18
Pinel Bilich AKAKPO,Très bonne,5,2021-12-03 11:23:37
Abdoulaziz Az,AZ le pro,4,2021-12-03 07:04:58
BENOIT OLIVIER AGBATO,Salut.. Gratuite vous dites sans connexion internet? Renvoyez bien les paramètres de votre version lite,1,2021-12-01 22:26:21
Lefa Fall,Je confirme deja,5,2021-12-01 20:20:17
Mounirou Mouhamed,Très bon application,5,2021-11-24 20:53:08
Raïhanath Timité,Pfff très nulle,1,2021-11-24 08:51:20
Djone Sylla,C'EST un bon apk,5,2021-11-24 00:16:13
Yarou DAFIA,Mise à jour,5,2021-11-23 21:46:12
Pepe Lerenard,Mas mal,5,2021-11-23 21:04:52
Ben Zacky,Vous me faites un sms comme quoi j'ais reçu 1go alors que c'est faux!,2,2021-11-22 20:27:38
2D Elle criminel,Je suis très content,5,2021-11-22 19:44:59
Bekwike Nixon Esandua,aucune innovation ! On ne peut faire aucune transaction financière avec cette application. Elle manque beaucoup de choses MTN. Difficile de consulter mon compte Momo. vos plan tarifaire sont limités... vraiment 🤦🤦,1,2021-11-18 23:24:51
Prince Sanoussi,"Actuellement je pense que c'est une très bonne application, facile pour le transfert d'argent",5,2021-11-18 20:33:02
Lâms Nôchë,L'appli est Simple et efficace 😊,5,2021-11-18 14:12:21
Kaskile Scoty,Une bonne application,5,2021-11-18 13:17:35
Neslandsage Oyandza,Difficile à télecharger,1,2021-11-15 09:12:18
new video,La dernière mise a jour ne me plaît pas (3.0.3) parceque je ne peux pas supprimer les données utilisateur,1,2021-11-14 19:17:24
ménélas abidjo,"L'application est un bon début et reste perfectible. Le relevé de transaction pourrait être disponible sur la période que l'on souhaite et doit pouvoir être téléchargé au format pdf. Mais au lieu de ça, on voit juste des opérations de débit et de crédit entre des numéros (les identités ne s'affichent pas), de plus les relevés ne retracent pas les transactions à l'international.",3,2021-11-12 22:48:03
Welcom orden derby kitoko,Tres cool,4,2021-11-12 22:30:40
Kouakou mickael n'goran,"Enfaite j'ai une puce mtn mais le code puk es bloqué ,j'ai besoin de votre aide",4,2021-11-12 21:45:55
Rodrigue De-fangbedji,Mazuoruo,1,2021-11-12 21:17:38
Gae tan,🤢🤮 ces deux emojy illustre bien mon expérience avec cette application le truc qui est bien c'est le bouton désinstaller,1,2021-11-10 11:49:47
Tchouala Junior,Très belle application avec ça on n'a plus besoin de taper les codes,5,2021-11-09 21:37:27
Kanish Ouadika,Kanish Le Soldat Têtu Øfficiel,5,2021-11-08 21:42:08
Abass Bachir,MyMtn est cool avec ses avantages. Essayez et vous verrez,5,2021-11-08 16:58:26
Kid Goku2,Bonne mise a jour simple et facile d'utilisation Pensez a inclure un theme sombre la prochaine fois,5,2021-11-08 10:18:28
Lansana Fassou Haba,Trop nulle depuis la mise à jour...à ne pas installer...😡😡😡,1,2021-11-07 16:33:51
DIEUDONNE MATENDA,"Very nice, i love it so much",5,2021-11-06 19:22:14
Ayité Edoh Bienvenue Follyvi,L'amélioration n'est pas totalement faite Revérifiez le système.,3,2021-11-05 07:50:51
